,idPedido,idUser,esCombo,nombreProducto,cantidadVendida,costoProd,idProducto,idProveedor,precioProd,ganNet
0,1579377549337,1579157317251.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
1,1580760178635,1580405799678.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
2,1581104975032,1580818032944.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
3,1582385360296,1582217610062.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
4,1586993020046,1586788690925.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
5,1587088566527,1586972027799.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
6,1588136267846,1587758744715.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
7,1588732968001,1580178138822.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
8,1588733086913,1588267843388.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,25900.0,0.42307692307692313
9,1589850817632,1584300771367.0,False,Beard care balsam Ossion líquido,2,18200,1576034092804,1601741886998.0,51800.0,0.42307692307692313
10,1592930110454,1592512789117.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
11,1593903007421,1587095910935.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
12,1595095007731,1594922013986.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
13,1595453458591,1593104263422.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
14,1595560242697,1587832137686.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
15,1599677320226,1589138491253.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
16,1600407564799,1600188176188.0,False,Beard care balsam Ossion líquido,2,18200,1576034092804,1601741886998.0,54600.0,0.5
17,1600901226371,1600792512011.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
18,1601425288832,1600905541382.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
19,1601586619294,1588101512156.0,False,Beard care balsam Ossion líquido,1,18200,1576034092804,1601741886998.0,27300.0,0.5
