,idPedido,idUser,esCombo,nombreProducto,cantidadVendida,costoProd,idProducto,idProveedor,precioProd,ganNet
0,1572732908807,1572623883369.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
1,1573250405020,1572701709601.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
2,1573648281088,1573233982447.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,5,8000,1570931366223,1601849925811.0,11900.0,-0.7025
3,1573655020017,1573308788198.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
4,1575756250340,1575639380184.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
5,1576185985896,1576032407184.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
6,1576190485676,1576077566421.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
7,1577475520196,1576965316463.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
8,1580412670513,1580230581430.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
9,1580847597703,1580157090768.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,3,8000,1570931366223,1601849925811.0,35700.0,0.48750000000000004
10,1580926331912,1580818700289.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
11,1581017459975,1580844251892.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
12,1583254866506,1583001483601.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
13,1586993141514,1586784241206.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
14,1588222643980,1587838472417.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
15,1588733008801,1573133326091.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
16,1589169064730,1588692774146.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
17,1592099108171,1582670586991.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,3,8000,1570931366223,1601849925811.0,35700.0,0.48750000000000004
18,1593061220098,1592059238931.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,2,8000,1570931366223,1601849925811.0,23800.0,0.48750000000000004
19,1593720904322,1579967664826.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
20,1594430411611,1594147905379.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
21,1594508542622,1589559161510.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
22,1594779087025,1594042512027.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
23,1594849480975,1583832943407.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
24,1594849791121,1594399365365.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
25,1594851999418,1594665440037.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
26,1594864277455,1594747593932.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
27,1596026925946,1594772167020.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
28,1596064525796,1595902199092.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
29,1597183371696,1596473262267.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,2,8000,1570931366223,1601849925811.0,23800.0,0.48750000000000004
30,1597183500537,1576870093318.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,2,8000,1570931366223,1601849925811.0,23800.0,0.48750000000000004
31,1599246970248,1599058040694.0,False,MR BUFFEL Sandía Siliconada Acabado Brillante 3 oz,1,8000,1570931366223,1601849925811.0,11900.0,0.48750000000000004
